2023-01-18 03:31:38+00:00,b'Gra\xc3\xa7as a Deus que botaram muito preto no bbb'
2023-01-18 03:31:35+00:00,"b'o mosca merece mt ganhar o bbb, dps de tudo oq passou no orfanato\xe2\x80\xa6\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x98\xbb\xf0\x9f\x98\xbb\xf0\x9f\x98\xbb\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'"
2023-01-18 03:31:34+00:00,b'Cada vez que come\xc3\xa7a uma edi\xc3\xa7\xc3\xa3o do BBB eu sinto que a gente deve naturalizar os dentes tortos e amarelos. N\xc3\xa3o aguento mais esses dentes brancos tudo sim\xc3\xa9trico parecendo pastilha garoto.'
2023-01-18 03:31:34+00:00,"b'De shipper eu estou tranquila crie videos fanfic o que for estou tranquila,pq se eu shippar dnv algo em bbb pra n rolar nada no bbb e rolar dps ainda saber dps de dois anos sem ver o beijo, ai n da.'"
2023-01-18 03:31:32+00:00,"b'Bruna Griphao \xc3\xa9 a mais gata desse BBB, mas voc\xc3\xaas n\xc3\xa3o est\xc3\xa3o prontos pra essa conversa \xf0\x9f\xa5\xb0 #BBB23 https://t.co/4kdXAUdkyF'"
2023-01-18 03:31:32+00:00,"b'#bbb #urgente #curso #dieta #emagrecer #perdadepeso meus amigos\xc2\xa0 O Desafio 19 dias \xc3\xa9 um e-book super completo para voc\xc3\xaa perder de 5 a 10 Kg em apenas 19 dias, desinchar o corpo e limpar o seu organismo bora 2023 com sa\xc3\xbade \nhttps://t.co/a93c2uCl0B https://t.co/2EqosepV1i'"
2023-01-18 03:34:15+00:00,b'pra quem eu vou torcer no bbb?'
2023-01-18 03:34:15+00:00,b'Sobre #BBB23 #BBB quero deixar claro que: https://t.co/vIIot9YYpR'
2023-01-18 03:34:14+00:00,"b'Cristian: ""Eu posso ser um pouco intimidador""\nAmado, c\xc3\xaa acha que intimida quem com esse ""topete de respeito"" que mais parece um galo de briga?? \nA autoestima do homem hetero \xc3\xa9 realmente invej\xc3\xa1vel! #BBB23 #BBB'"
2023-01-18 03:34:14+00:00,"b'Com um dia de programa j\xc3\xa1 t\xc3\xa1 cheio de caprichete, vai ser mais um bbb infernal #BBB23'"
2023-01-18 03:34:13+00:00,b'passo a gostar do tt 10x mais em epoca de bbb pprt kkkkkk me divirto'
2023-01-18 03:34:13+00:00,b'Nunca vi tanto dente feio igual nesse bbb\xe2\x80\xa6. Credo'
2023-01-18 03:34:12+00:00,"b'@Gravinalucas_ @Flamengo8719 @babadofamososrj vai la postar meme de bbb que \xc3\xa9 o m\xc3\xa1ximo que c consegue pra sua vida, fudido'"
2023-01-18 03:34:10+00:00,b'anitta tem que cantar \xe2\x80\x9cai papai\xe2\x80\x9d ao vivo meu deus no bbb'
2023-01-18 03:34:09+00:00,b'Algu\xc3\xa9m pede pra @Kaanade me notar pra gente passar o dia discutindo sobre bbb'
2023-01-18 03:34:09+00:00,b'@ingri_avel @thesolo01 l\xc3\xaa enquanto passa BBB na tv = quer chamar aten\xc3\xa7\xc3\xa3o #faleitoleve\xf0\x9f\x8d\x83'
2023-01-18 03:34:08+00:00,b'ano que vem vou pro bbb ein'
2023-01-18 03:34:07+00:00,b'meu deus q bbb insuport\xc3\xa1vel'
2023-01-18 03:34:06+00:00,b'ritual da noite: hayday - bbb - violao - nanar'
2023-01-18 03:34:05+00:00,"b'@Dantinhas O trio BBB\n\nBoi, bala e b\xc3\xadblia'"
2023-01-18 03:34:05+00:00,b'J\xc3\xa1 querem tirar a tina\xe2\x80\xa6 merecem um bbb 22 mesmo #BBB23'
2023-01-18 03:34:04+00:00,b'saudades dela no bbb\xf0\x9f\x98\xad\xf0\x9f\x98\xa9 https://t.co/02zRfoTIgu'
2023-01-18 03:34:04+00:00,"b'sarah e mosca, bruna e larissa at\xc3\xa9 agora s\xc3\xa3o os meus favs do bbb'"
2023-01-18 03:34:02+00:00,b'N\xc3\xa3o tenho energia para acompanhar o BBB.'
2023-01-18 03:34:02+00:00,"b'Essa s\xc3\xa9rie que est\xc3\xa1 passando ap\xc3\xb3s o BBB\xe2\x80\xa6 CARACA!\nT\xc3\xa1 me dando uma vontade enorme de voltar a estudar hist\xc3\xb3ria, come\xc3\xa7ando pela do Brasil, e a hist\xc3\xb3ria real!'"
2023-01-18 03:34:02+00:00,b'@marigonzalez que saudade volta pro bbb por favor'
2023-01-18 03:34:01+00:00,b'S\xc3\xb3 tem post de bbb mds kkkk'
2023-01-18 03:34:00+00:00,b'nao vi UMA alma viva comentando bbb hoje\nhttps://t.co/0WpODI1zsk'
2023-01-18 03:34:00+00:00,"b'tina colocando os p\xc3\xa9s pelas m\xc3\xa3os e fazendo aquilo que n\xc3\xa3o deve no bbb, revelar alvo e consequentemente ser alvo. #bbb23'"
2023-01-18 03:34:00+00:00,b'\xf0\x9f\x9a\xa8 GOSTA DE BBB? Leia!!! \xf0\x9f\x9a\xa8'
2023-01-18 03:33:59+00:00,b'eu nao aguentaria ficar nem uma semana no bbb sem nao sentir vontade de agredir alguem'
2023-01-18 03:33:58+00:00,b': mas tu encontrou\n: encontrou n?\n: ela de tran\xc3\xa7a\nliv: simm\nliv: ela t\xc3\xa1 falando agr\n: onde\n: como assim ainda t\xc3\xa1 rolando\n: BBB\nliv: NO YT\n: E TU N\xc3\x83O ME FALAAAAA\nliv: KKKKKKKKKKKKKKKKKKKKKKKKKKK\n[18/1 00:23] : ata\n[18/1 00:23] : q susto\n\nJURO KKKKKKKKKKKKKKKK'
2023-01-18 03:33:56+00:00,b'tina do bbb \xc3\xa9 muito gata porressa'
2023-01-18 03:33:56+00:00,"b'@Fiuk .@Fiuk me segue aqui :( eu te acompanho h\xc3\xa1 anos e n\xc3\xa3o te acompanho desde bbb n\xc3\xa3o, vc s\xc3\xb3 me ignora :('"
2023-01-18 03:33:56+00:00,b'Pode fumar tabaco no bbb?'
2023-01-18 03:33:55+00:00,b'um bbb da vila leopoldina ia dar oq falar'
2023-01-18 03:33:54+00:00,"b'@tracklist Pois que incomodem ainda mais, essa bolsonarista nem deveria t\xc3\xa1 no bbb\n\nhttps://t.co/5VJvsofqem'"
2023-01-18 03:33:53+00:00,b'@Sorocatoca um povo do BBB mano kkkkkk pqp'
2023-01-18 03:33:53+00:00,b'Falou de bbb j\xc3\xa1 vou dando block'
2023-01-18 03:33:53+00:00,"b'Meu tt s\xc3\xb3 da bbb mano, q porra'"
2023-01-18 03:33:52+00:00,"b'Internet em qualquer oportunidade de cancelar um agroboy que n\xc3\xa3o fez NADA at\xc3\xa9 agora pra receber hater. Ai o comportamento dele na prova "" BBB \xc3\xa9 jogo, provocaram, receberam, simples. (Posso mudar de opini\xc3\xa3o daqui 5 min)'"
2023-01-18 03:33:51+00:00,b'de madrugada \xc3\xa9 s\xc3\xb3 bbb na tl \xf0\x9f\xa4\xae'
2023-01-18 03:33:50+00:00,b'eita ta tendo treta ja no bbb'
2023-01-18 03:33:50+00:00,b'J\xc3\xa1 tenho um ran\xc3\xa7o nesse BBB: Fred Nicacio.... chatoooo'
2023-01-18 03:33:49+00:00,b'n\xc3\xa3o aguentei ver ppv do bbb por causa desse fred ninacio pqp que CHATO'
2023-01-18 03:33:49+00:00,b'Essa \xc3\xa9 a mulher mais gata que j\xc3\xa1 pisou no BBB'
2023-01-18 03:33:48+00:00,"b'Vou dormir pq esse bbb j\xc3\xa1 ta nessa chatice de ficar se justificando, e n\xc3\xa3o vai acontecer mais nada hoje!'"
2023-01-18 03:33:47+00:00,"b'Eu sabia que a Tina n\xc3\xa3o tinha ido pra brincar no BBB! A mulher em dois dias j\xc3\xa1 serviu meme, j\xc3\xa1 foi assunto de conversa e agora est\xc3\xa1 discutindo. Adorando, n\xc3\xa3o eliminem ela!'"
2023-01-18 03:33:45+00:00,"b'gente, o povo do BBB tudo metaforando n\xc3\xa9\n\nse eles errarem todas essas ""leituras de personalidade"", vou ficar de cara'"
2023-01-18 03:33:45+00:00,b'Anitta no bbb vai ser \xc3\xb3timo amanh\xc3\xa3 n\xc3\xa3o perco por nada #BBBB23 https://t.co/H1rSUqVz7j'
2023-01-18 03:33:43+00:00,b'fugindo do assunto do BBB. \n\nn\xc3\xa3o vai ter caze assistindo master chef junior n\xc3\xa3o?????? \n@Casimiro'
2023-01-18 03:33:43+00:00,b'gente segundo dia e o povo do bbb j\xc3\xa1 t\xc3\xa1 pilhado assim?'
2023-01-18 03:33:42+00:00,"b'Perdeu tudo, fazendo show no BBB'"
2023-01-18 03:33:42+00:00,b'@Mfutebolisticos prior \xc3\xa9 g\xc3\xaanio do bbb'
2023-01-18 03:33:41+00:00,b'qq t\xc3\xa1 havendo agora no bbb que t\xc3\xa3o brigando'
2023-01-18 03:33:39+00:00,b'2 dias desse BBB e j\xc3\xa1 foi melhor q o do ano passado inteiro'
2023-01-18 03:33:38+00:00,b'@choquei @ttdafe_ te achei no bbb'
2023-01-18 03:44:34+00:00,b'chocado que a marvila correu pra assinar contrato com o empres\xc3\xa1rio da lud depois que ela chutou ele \npor isso essa dai n\xc3\xa3o aconteceu ate hoje e teve que recorrer pro bbb \nhttps://t.co/rNMTxHb6CK'
2023-01-18 03:44:34+00:00,b'Eita que a Tina j\xc3\xa1 est\xc3\xa1 entregando hein! \n#BBB23 #bbb'
2023-01-18 03:44:31+00:00,b'foda que bbb deixa o minha TL uma porra'
2023-01-18 03:44:29+00:00,b'algum squad do bbb pra me adotar? #BBB23'
2023-01-18 03:44:29+00:00,b'essa doida dessa tina \xc3\xa9 reencarna\xc3\xa7\xc3\xa3o do rodrigo mussi do bbb passado s\xc3\xb3 pode'
2023-01-18 03:44:28+00:00,b'esse bbb n ta bom'
2023-01-18 03:44:25+00:00,b'OXE KKKKKKK.\nO BBB J\xc3\x81 COME\xc3\x87OU???'
2023-01-18 03:44:22+00:00,b'@bbb @Anitta Algu\xc3\xa9m na globo n\xc3\xa3o gosta dela kkkkk'
2023-01-18 03:44:21+00:00,"b'@plosffe Mas com a tua personalidade e por ser quem tu \xc3\xa9, sei que passaria super. Tu \xc3\xa9 muito aut\xc3\xaantico e maravilhoso, fora algumas coisas da sua hist\xc3\xb3ria de vida n\xc3\xa9\xe2\x80\xa6 A m\xc3\xa3e \xc3\xa9 doida pra tu ir pro bbb'"
2023-01-18 03:44:21+00:00,b'Esse foi o melhor bbb de todoooos s\xc3\xb3 quem acompanhou sabe'
2023-01-18 03:44:21+00:00,b'@Lara_Estefani_ bbb pra mim \xc3\xa9 Beck bem bolado'
2023-01-18 03:44:21+00:00,"b'@toguro Concordo, quem tem tempo pra assistir bbb n\xc3\xa3o tem tempo pra fica monstro'"
2023-01-18 03:44:19+00:00,"b'dois dias de bbb e eu t\xc3\xb4 0 comprometida, n\xc3\xa3o t\xc3\xb4 entrando no clima dessa edi\xc3\xa7\xc3\xa3o ainda e al\xc3\xa9m dos 3 que eu conhecia s\xc3\xb3 sei o nome de mais outros 3'"
2023-01-18 03:44:16+00:00,b'finalmente aliena\xc3\xa7\xc3\xa3o e bbb na minha timeline de novo'
2023-01-18 03:44:16+00:00,"b'Gabriel Moreno de Praia, n\xc3\xa3o foi com a cara de Fred Nic\xc3\xa1cio e Cabrita, por coisas bestas, parece procurar pena em ovo.\n#BBB23 #BBB'"
2023-01-18 03:44:15+00:00,b'@danielH_per @Dantinhas Ele tem que parar com as palestrinha e querer ser o s\xc3\xadndico do BBB. A\xc3\xad posso tirar o ran\xc3\xa7o dele kkk'
2023-01-18 03:44:14+00:00,"b'no bbb eu sempre gosto dos q todos odeiam kKKKK pq eu gosto de treta, entretenimento, vergonha, humor'"
2023-01-18 03:44:14+00:00,"b'@BadanaiLilian n sei, mas to pensando seriamente em ir pro bbb, vai q eu desbanco o fiuk'"
2023-01-18 03:44:10+00:00,b'esse bbb n\xc3\xa3o era pra mim pois eu ia estar mt troxa pelo mosca j\xc3\xa1 juro nossa ia ser um mico'
2023-01-18 03:44:10+00:00,"b'gente essa piada de trocar o mc gui pelo mc guime ja passou dos limites minha namorada veio desesperada me dizer q o cara praticou bullying com crian\xc3\xa7a e agr ta mo BBB\ntive q explicar pra ela oq aconteceu,\npe\xc3\xa7o que parem'"
2023-01-18 03:44:10+00:00,b'Eu amo esse bbb \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
2023-01-18 03:44:10+00:00,"b'Aff este uso de a gente, a gente...porque n\xc3\xa3o usam n\xc3\xb3s? Meldels n\xc3\xa3o d\xc3\xa1 pra assistir BBB sem reclamar kkkkkk'"
2023-01-18 03:44:08+00:00,b'2 dias de bbb e eles j\xc3\xa1 s\xc3\xa3o meus favs'
2023-01-18 03:44:08+00:00,b'gente ja li tr\xc3\xaas tweets militantes aq sobre bbb. chega pfv'
2023-01-18 03:44:08+00:00,"b'O legal \xc3\xa9 que todos tem o mesmo sorriso, perceberam? \nParecem que est\xc3\xa3o todos com Plets na boca \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x80\n\n#BBB #BBB23 https://t.co/0g9xt3HoTD'"
2023-01-18 03:44:06+00:00,b'Eu nunca vou perdoar esse bbb por me fazer ficar apaixonada nesse cowboy \xf0\x9f\x98\xad\xf0\x9f\x98\xad'
2023-01-18 03:44:04+00:00,b'Saudades da @jadepicon no BBB'
2023-01-18 03:44:01+00:00,b'nenhum bbb vai superar o bbb20'
2023-01-18 03:44:01+00:00,b'Caralho ja n\xc3\xa3o sei nem pra quem torce nesse bbb t\xc3\xa1 doido kkk'
2023-01-18 03:44:00+00:00,"b'@juniorhte Q coisinha linda gente, quero eles ganhando esse bbb j\xc3\xa1 https://t.co/x91x4XIsfm'"
2023-01-18 03:44:00+00:00,"b'Lista de ran\xc3\xa7o desse BBB: Fred Nic\xc3\xa1cio, Tina, Christian,agroboy, key e gil da shoppe \xf0\x9f\xa4\xa2\xf0\x9f\x98\xa0'"
2023-01-18 03:43:59+00:00,b'eu amei o fato dela ser geminiana pq nunca tem um geminiano no bbb kkkkkkkk'
2023-01-18 03:43:58+00:00,b'@Dantinhas eh bbb ou prova do enem? \n n entendi https://t.co/4U0XOcP3tq'
2023-01-18 03:43:58+00:00,"b'@choquei Os bolsonaristas est\xc3\xa3o assistindo BBB? ""Hipocrisia a gente se v\xc3\xaa por a\xc3\xad"" kkkkkkk'"
2023-01-18 03:43:56+00:00,b'ai q odio desse bbb do capeta'
2023-01-18 03:43:56+00:00,"b'Fred Nic\xc3\xa1cio t\xc3\xa1 outra pessoa longe da Mar\xc3\xadlia, Boninho separa logo as duplas  #BBBB23 #BBB2023 #BBB #BBB23 #RedeBBB #BBBNoGloboplay\xc2\xa0\xc2\xa0\xc2\xa0\n#BBBB23'"
2023-01-18 03:43:55+00:00,b'falei e falei do bbb e \xc3\xa9 o segundo dia consecutivo que eu n\xc3\xa3o vejo kkkkkcrying'
2023-01-18 03:43:55+00:00,"b'A\xc3\xad gte, nesse sentido eu amava o primeiro BBB (o 20):\n\n- Por que me deu isso? Pipipi Popop\xc3\xb3\n\nL\xc3\xa1 o pessoal s\xc3\xb3 dava e \xc3\xa9 isso. Isso de ficar explicando vale quando \xc3\xa9 desculpa esfarrapada. Mas quando \xc3\xa9 placa trocada s\xc3\xa3o dois lados da mesma moeda carai'"
2023-01-18 03:43:53+00:00,"b'eh isso msm, vou ficar reclamando dos vidraceiros todo momento pois fiz a escola bbb c lusca'"
2023-01-18 03:43:53+00:00,b'#BBB23 - Jogo da Disc\xc3\xb3rdia! Fred Nic\xc3\xa1cio e Mar\xc3\xadlia ficam livres. Cristian e Marvvila em alerta! #BBB https://t.co/lcBybRuJJQ'
2023-01-18 03:43:51+00:00,"b'gnt se nesse bbb vcs tirarem quem joga, vai toma no cu t\xc3\xa1'"
2023-01-18 03:43:50+00:00,"b'T\xc3\xb4 gostando desse #BBB23. Se fosse no outro, o @Projota j\xc3\xa1 tava planejando uma bomba em algu\xc3\xa9m. @projota te amo, mas \xc3\xa9 verdade.\n#bbb33 #RedeBBB #BBB'"
2023-01-18 03:43:50+00:00,b'Esse BBB \xc3\xa9 o BBB com maior n\xc3\xbamero de gente feia que j\xc3\xa1 vi. Se no in\xc3\xadcio est\xc3\xa1 assim imagina no meio do game. #BBB23'
2023-01-18 03:43:48+00:00,b'@mayscratch perdeu nas urnas e vai perder pra loirinha comunista no bbb tbm https://t.co/ITtrKJM3UA'
2023-01-18 03:43:48+00:00,"b'amigos, ta passando marighella como miniserie na globo depois do bbb, assistam \xf0\x9f\xab\xb6\xf0\x9f\x8f\xbb'"
2023-01-18 03:43:47+00:00,b'@fluconha representada no BBB? https://t.co/eN6WMchh62'
2023-01-18 03:43:44+00:00,b'Odiei o novo bbb'
2023-01-18 03:43:44+00:00,"b'@chicobarney To sentindo uma vibe de bbb raiz, de antes de ter os famosos'"
2023-01-18 03:43:44+00:00,b'eu tenho a impress\xc3\xa3o que toda mina gata q entra no bbb a galera fica tentando diminuir a beleza da mina'
2023-01-18 03:43:44+00:00,b'eu no bbb ia ser assim'
2023-01-18 03:43:42+00:00,b'indo assistir bbb s\xc3\xb3 agr'
